10,20,0.001,0.640132175,0.800266371
10,20,0.003,0.653009044,0.811014391
10,20,0.005,0.65117925,0.808295397
10,20,0.007,0.65578648,0.812302664
10,20,0.01,0.656114634,0.811281883
10,20,0.03,0.67883006,0.834637344
10,20,0.05,0.68352217,0.839752391
10,20,0.07,0.684565325,0.840328356
10,20,0.1,0.690644433,0.846822516
10,20,0.3,0.712023018,0.870608908
10,20,0.5,0.72955053,0.89000589
10,20,0.7,0.741618259,0.903154096
10,20,1,0.75610211,0.919348465
10,20,3,0.79343344,0.96112388
10,20,5,0.805172337,0.974828517
10,20,7,0.810212346,0.980239014
10,20,10,0.814566274,0.985147808
10,20,15,0.818468893,0.989747333
10,20,20,0.820887639,0.99268916
10,20,30,0.822314479,0.994116552
10,40,0.001,0.619926926,0.801829647
10,40,0.003,0.611117415,0.786978051
10,40,0.005,0.606637794,0.778415246
10,40,0.007,0.603409007,0.770967064
10,40,0.01,0.606185366,0.770435728
10,40,0.03,0.625787182,0.779497549
10,40,0.05,0.651776745,0.8057099
10,40,0.07,0.662757002,0.817398439
10,40,0.1,0.670887619,0.825980885
10,40,0.3,0.700309766,0.85744778
10,40,0.5,0.721427931,0.880884357
10,40,0.7,0.735434754,0.896003989
10,40,1,0.75380724,0.916771207
10,40,3,0.794143801,0.962283611
10,40,5,0.805483008,0.975150223
10,40,7,0.810607111,0.980881995
10,40,10,0.81514439,0.985946352
10,40,15,0.818600223,0.989888355
10,40,20,0.820904861,0.992636032
10,40,30,0.822502526,0.994417327
10,60,0.001,0.646983534,0.840051647
10,60,0.003,0.628246781,0.812598461
10,60,0.005,0.612453972,0.79091461
10,60,0.007,0.606720376,0.781591985
10,60,0.01,0.601174923,0.771658501
10,60,0.03,0.601837316,0.758607677
10,60,0.05,0.619579195,0.772657509
10,60,0.07,0.643807579,0.797189484
10,60,0.1,0.658324089,0.812528581
10,60,0.3,0.695089532,0.852007144
10,60,0.5,0.717771766,0.876680154
10,60,0.7,0.735026385,0.895579819
10,60,1,0.752344548,0.9150804
10,60,3,0.79360857,0.961525043
10,60,5,0.804981959,0.974401671
10,60,7,0.810876607,0.981289515
10,60,10,0.815046764,0.985922208
10,60,15,0.819037998,0.990443458
10,60,20,0.820572764,0.992167916
10,60,30,0.822342015,0.994125158
10,80,0.001,0.659392702,0.856159047
10,80,0.003,0.637591339,0.825408427
10,80,0.005,0.62341251,0.805642956
10,80,0.007,0.613229659,0.791260093
10,80,0.01,0.602947215,0.777197295
10,80,0.03,0.591766186,0.751990638
10,80,0.05,0.603279873,0.757264222
10,80,0.07,0.620893211,0.773629992
10,80,0.1,0.64522371,0.799154544
10,80,0.3,0.691369777,0.848137389
10,80,0.5,0.71399398,0.872227969
10,80,0.7,0.733212939,0.893758303
10,80,1,0.751012007,0.91352786
10,80,3,0.793122001,0.960857006
10,80,5,0.804370729,0.973649752
10,80,7,0.810234539,0.980537793
10,80,10,0.815268159,0.986035957
10,80,15,0.819016621,0.990578831
10,80,20,0.82017537,0.991711145
10,80,30,0.822374186,0.994349648
10,100,0.001,0.674498989,0.876780326
10,100,0.003,0.644572291,0.833883208
10,100,0.005,0.629653371,0.814069043
10,100,0.007,0.621283907,0.801711624
10,100,0.01,0.609430315,0.786584397
10,100,0.03,0.587069399,0.749295718
10,100,0.05,0.592793602,0.748599197
10,100,0.07,0.604424344,0.757953301
10,100,0.1,0.631825052,0.78505503
10,100,0.3,0.688552529,0.845315811
10,100,0.5,0.715144513,0.873785922
10,100,0.7,0.732142852,0.892918897
10,100,1,0.751729951,0.914286945
10,100,3,0.79434691,0.962613335
10,100,5,0.8049502,0.974345738
10,100,7,0.810451242,0.980711202
10,100,10,0.814983769,0.985697296
10,100,15,0.818988301,0.990442742
10,100,20,0.820958303,0.992756691
10,100,30,0.822596504,0.994472248
20,20,0.001,0.634640358,0.798520615
20,20,0.003,0.634799713,0.795501734
20,20,0.005,0.644782271,0.80395618
20,20,0.007,0.648330887,0.806084833
20,20,0.01,0.653459531,0.809924928
20,20,0.03,0.677196404,0.832698803
20,20,0.05,0.682427273,0.838597528
20,20,0.07,0.687492646,0.844120807
20,20,0.1,0.690901465,0.847337505
20,20,0.3,0.714293083,0.873623504
20,20,0.5,0.729315622,0.889639518
20,20,0.7,0.740784745,0.90201725
20,20,1,0.754692935,0.917767971
20,20,3,0.792621856,0.960243449
20,20,5,0.805081926,0.974522254
20,20,7,0.810296733,0.980448623
20,20,10,0.815357515,0.986336605
20,20,15,0.818479268,0.98971296
20,20,20,0.820976342,0.992723055
20,20,30,0.82299645,0.994986612
20,40,0.001,0.636262882,0.819742922
20,40,0.003,0.623027996,0.799948394
20,40,0.005,0.61141172,0.783609764
20,40,0.007,0.609979691,0.779003552
20,40,0.01,0.605399056,0.770119434
20,40,0.03,0.621310632,0.77532407
20,40,0.05,0.650893411,0.80481242
20,40,0.07,0.661414782,0.815831515
20,40,0.1,0.670031615,0.825225109
20,40,0.3,0.701922978,0.859213813
20,40,0.5,0.720415265,0.879386192
20,40,0.7,0.737434139,0.898601294
20,40,1,0.753355129,0.916010647
20,40,3,0.794000696,0.96179235
20,40,5,0.804642585,0.973802305
20,40,7,0.810671805,0.980989088
20,40,10,0.815314525,0.98626004
20,40,15,0.819381839,0.99083518
20,40,20,0.820807714,0.992308613
20,40,30,0.82249119,0.994256338
20,60,0.001,0.661702003,0.851562736
20,60,0.003,0.63698243,0.819209137
20,60,0.005,0.622321267,0.799350411
20,60,0.007,0.613971545,0.787209874
20,60,0.01,0.604928727,0.773570419
20,60,0.03,0.599312229,0.756070156
20,60,0.05,0.617638993,0.771034164
20,60,0.07,0.639347275,0.792588191
20,60,0.1,0.656960635,0.811636568
20,60,0.3,0.696325047,0.853237874
20,60,0.5,0.71765799,0.8766097
20,60,0.7,0.734114049,0.894992383
20,60,1,0.750962382,0.913411958
20,60,3,0.793762256,0.961827883
20,60,5,0.805665932,0.975281621
20,60,7,0.810639431,0.980768982
20,60,10,0.814933526,0.98587828
20,60,15,0.819512243,0.991075548
20,60,20,0.82097481,0.992725018
20,60,30,0.822781668,0.994813897
20,80,0.001,0.674988686,0.869169065
20,80,0.003,0.646367497,0.830518047
20,80,0.005,0.630019383,0.808806853
20,80,0.007,0.620125633,0.794460063
20,80,0.01,0.610040241,0.781115816
20,80,0.03,0.591591104,0.750401687
20,80,0.05,0.598850877,0.75300843
20,80,0.07,0.617073683,0.769562395
20,80,0.1,0.641218283,0.794458385
20,80,0.3,0.691165826,0.847854876
20,80,0.5,0.71570966,0.874756865
20,80,0.7,0.733981215,0.894402926
20,80,1,0.753019078,0.916250895
20,80,3,0.793998748,0.962102444
20,80,5,0.805212198,0.974590068
20,80,7,0.810769188,0.981030321
20,80,10,0.815185891,0.986030489
20,80,15,0.819162316,0.990646409
20,80,20,0.821079636,0.992872468
20,80,30,0.823036903,0.994987026
20,100,0.001,0.684680708,0.880642773
20,100,0.003,0.654684402,0.840565401
20,100,0.005,0.634425792,0.814402575
20,100,0.007,0.623843293,0.800699343
20,100,0.01,0.612136216,0.785214754
20,100,0.03,0.586771626,0.74671928
20,100,0.05,0.589263155,0.744702709
20,100,0.07,0.603212698,0.755860791
20,100,0.1,0.627838676,0.780934685
20,100,0.3,0.688093428,0.844939092
20,100,0.5,0.714206371,0.872929755
20,100,0.7,0.732370098,0.892986289
20,100,1,0.750666048,0.913809059
20,100,3,0.794066514,0.962130269
20,100,5,0.805171664,0.97472315
20,100,7,0.809859456,0.979896145
20,100,10,0.815228847,0.986172217
20,100,15,0.818277136,0.989661025
20,100,20,0.820591024,0.992245199
20,100,30,0.822956154,0.9948835
30,20,0.001,0.636110713,0.801414925
30,20,0.003,0.635378603,0.798122146
30,20,0.005,0.638870943,0.799202146
30,20,0.007,0.640645223,0.799297671
30,20,0.01,0.646539011,0.803493721
30,20,0.03,0.671790557,0.826760332
30,20,0.05,0.682515412,0.838421027
30,20,0.07,0.685888432,0.842282841
30,20,0.1,0.689761238,0.846022306
30,20,0.3,0.713224375,0.871717713
30,20,0.5,0.727910994,0.887830667
30,20,0.7,0.742392787,0.904254615
30,20,1,0.755805183,0.918967875
30,20,3,0.793627315,0.961467742
30,20,5,0.805209482,0.974465327
30,20,7,0.810166359,0.980256202
30,20,10,0.814895081,0.98560832
30,20,15,0.818601078,0.989895972
30,20,20,0.820449487,0.992032067
30,20,30,0.822697052,0.994602163
30,40,0.001,0.640441779,0.822570938
30,40,0.003,0.625928115,0.802284122
30,40,0.005,0.616689523,0.788362157
30,40,0.007,0.610998497,0.77923239
30,40,0.01,0.605582474,0.770008759
30,40,0.03,0.618547119,0.77280885
30,40,0.05,0.643700622,0.796925279
30,40,0.07,0.658777633,0.813108276
30,40,0.1,0.669239472,0.823998597
30,40,0.3,0.701833884,0.859016147
30,40,0.5,0.721385599,0.880500734
30,40,0.7,0.737853235,0.898962027
30,40,1,0.75418838,0.916983795
30,40,3,0.793766869,0.961796184
30,40,5,0.805297472,0.974961707
30,40,7,0.810544711,0.980790162
30,40,10,0.814836922,0.985603018
30,40,15,0.818869218,0.990206848
30,40,20,0.820395019,0.992002819
30,40,30,0.822361192,0.994320716
30,60,0.001,0.660580836,0.847955214
30,60,0.003,0.63538141,0.814366823
30,60,0.005,0.624089209,0.799378089
30,60,0.007,0.613598986,0.784795723
30,60,0.01,0.606456173,0.774564916
30,60,0.03,0.598293073,0.754257854
30,60,0.05,0.614275922,0.766923262
30,60,0.07,0.633723077,0.786535936
30,60,0.1,0.653458605,0.806959199
30,60,0.3,0.693494372,0.849812807
30,60,0.5,0.718572846,0.877658438
30,60,0.7,0.736373401,0.897673049
30,60,1,0.752360285,0.915057279
30,60,3,0.792835496,0.960727574
30,60,5,0.805106825,0.97469995
30,60,7,0.81054372,0.980699764
30,60,10,0.815106253,0.986001383
30,60,15,0.818730676,0.990092236
30,60,20,0.820724635,0.99242457
30,60,30,0.82241587,0.99432434
30,80,0.001,0.671332359,0.860310777
30,80,0.003,0.642440873,0.822609012
30,80,0.005,0.626628053,0.8022312
30,80,0.007,0.616477235,0.78855732
30,80,0.01,0.60619135,0.774982376
30,80,0.03,0.590527009,0.749218532
30,80,0.05,0.598087421,0.752294501
30,80,0.07,0.614236533,0.766511435
30,80,0.1,0.637506108,0.790480642
30,80,0.3,0.690930103,0.84781603
